Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Q9WV68,Decr2,"Peroxisomal 2,4-dienoyl-CoA reductase",DECR2_MOUSE,-1.235187473,1.235187473,3.69E-07,3.49E-07,8,-57.52127037,0.424787296,peroxisome,"receptor binding,2,4-dienoyl-CoA reductase (NADPH) activity,trans-2-enoyl-CoA reductase (NADPH) activity","unsaturated fatty acid biosynthetic process,oxidation-reduction process",
O35215,Ddt,D-dopachrome decarboxylase,DOPD_MOUSE,-1.519862318,1.519862318,3.68E-07,3.48E-07,4,-65.12808054,0.348719195,"extracellular space,cytoplasm,extracellular exosome","protease binding,cytokine receptor binding,D-dopachrome decarboxylase activity,phenylpyruvate tautomerase activity","negative regulation of macrophage chemotaxis,positive regulation of tumor necrosis factor production,melanin biosynthetic process,positive regulation of inflammatory response,positive regulation of ERK1 and ERK2 cascade",
P05201,Got1,"Aspartate aminotransferase, cytoplasmic",AATC_MOUSE,-1.014038056,1.014038056,3.66E-07,3.47E-07,30,-50.48416258,0.495158374,"nucleus,nucleoplasm,cytoplasm,lysosome,cytosol,axon terminus,extracellular exosome,mitochondrion","L-aspartate:2-oxoglutarate aminotransferase activity,phosphatidylserine decarboxylase activity,pyridoxal phosphate binding,carboxylic acid binding,L-cysteine:2-oxoglutarate aminotransferase activity,L-phenylalanine:2-oxoglutarate aminotransferase activity","2-oxoglutarate metabolic process,oxaloacetate metabolic process,glycerol biosynthetic process,aspartate metabolic process,aspartate biosynthetic process,aspartate catabolic process,glutamate metabolic process,Notch signaling pathway,glutamate catabolic process to aspartate,glutamate catabolic process to 2-oxoglutarate,cellular response to insulin stimulus,response to glucocorticoid,fatty acid homeostasis",
G3UYJ7,Gm20441,Protein Gm20441 (Fragment),G3UYJ7_MOUSE,-1.316351311,1.316351311,3.60E-07,3.43E-07,9,-59.8450795,0.401549205,cytoplasm,glutathione transferase activity,glutathione metabolic process,
O88848,Arl6,ADP-ribosylation factor-like protein 6,ARL6_MOUSE,-1.366897336,1.366897336,3.55E-07,3.39E-07,4,-61.22758068,0.387724193,"cytoplasm,cytosol,axonemal microtubule,cilium,axoneme,membrane,membrane coat,ciliary membrane,extracellular exosome,BBSome","protein binding,GTP binding,phospholipid binding,metal ion binding","protein ADP-ribosylation,protein targeting to membrane,Ras protein signal transduction,brain development,regulation of smoothened signaling pathway,retina layer formation,Wnt signaling pathway,fat cell differentiation,protein polymerization,cilium morphogenesis,protein localization to cilium,protein localization to nonmotile primary cilium,protein transport from ciliary membrane to plasma membrane",
Q99K67,Aass,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS_MOUSE,-1.65857886,1.65857886,3.54E-07,3.39E-07,48,-68.32489867,0.316751013,"mitochondrion,intracellular membrane-bounded organelle","saccharopine dehydrogenase (NADP+, L-lysine-forming) activity,saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity","generation of precursor metabolites and energy,L-lysine catabolic process,lysine biosynthetic process via aminoadipic acid,L-lysine catabolic process to acetyl-CoA via saccharopine,oxidation-reduction process",
A0A0J9YU79,Khk,Ketohexokinase,A0A0J9YU79_MOUSE,-2.021341965,2.021341965,3.46E-07,3.32E-07,17,-75.36710605,0.24632894,,,,
Q9WV69;Q9WV69-2,Dmtn,Dematin;Isoform 2 of Dematin,DEMA_MOUSE,-2.140564864,2.140564864,3.46E-07,3.32E-07,7,-77.3209025,0.226790975,"cytosol,actin filament,plasma membrane,endomembrane system,postsynaptic density,spectrin-associated cytoskeleton,membrane,cortical cytoskeleton,platelet dense tubular network membrane,cell projection membrane,cytoplasmic vesicle,perinuclear region of cytoplasm;","actin binding,receptor binding,spectrin binding,protein self-association;","protein complex assembly,regulation of cell shape,regulation of lamellipodium assembly,positive regulation of fibroblast migration,negative regulation of peptidyl-threonine phosphorylation,negative regulation of cell-substrate adhesion,actin cytoskeleton organization,positive regulation of blood coagulation,regulation of actin cytoskeleton organization,negative regulation of peptidyl-serine phosphorylation,calcium-mediated signaling using intracellular calcium source,calcium-mediated signaling using extracellular calcium source,erythrocyte development,negative regulation of peptidyl-tyrosine phosphorylation,actin filament bundle assembly,regulation of filopodium assembly,actin filament capping,negative regulation of focal adhesion assembly,protein secretion by platelet,cellular response to calcium ion,cellular response to cAMP,positive regulation of wound healing,negative regulation of protein targeting to membrane,actin filament reorganization,negative regulation of substrate adhesion-dependent cell spreading,positive regulation of substrate adhesion-dependent cell spreading,positive regulation of platelet aggregation,positive regulation of integrin-mediated signaling pathway;",
D3Z041;P41216,Acsl1,Long-chain-fatty-acid--CoA ligase 1,D3Z041_MOUSE;ACSL1_MOUSE,-1.285120803,1.285120803,3.44E-07,3.31E-07,34,-58.96635561,0.410336444,";mitochondrion,mitochondrial outer membrane,peroxisomal membrane,endoplasmic reticulum membrane,plasma membrane,membrane,integral component of membrane",";long-chain fatty acid-CoA ligase activity,ATP binding,decanoate--CoA ligase activity",";long-chain fatty acid metabolic process,triglyceride metabolic process,response to nutrient,lipid biosynthetic process,response to organic cyclic compound,adiponectin-activated signaling pathway,response to oleic acid,xenobiotic catabolic process,response to drug,long-chain fatty acid import,positive regulation of protein serine/threonine kinase activity",
Q9JLJ2,Aldh9a1,4-trimethylaminobutyraldehyde dehydrogenase,AL9A1_MOUSE,-1.308827643,1.308827643,3.32E-07,3.23E-07,31,-59.63512422,0.403648758,"mitochondrion,cytosol,extracellular exosome","3-chloroallyl aldehyde dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,aminobutyraldehyde dehydrogenase activity,4-trimethylammoniobutyraldehyde dehydrogenase activity","cellular aldehyde metabolic process,carnitine metabolic process,neurotransmitter biosynthetic process,carnitine biosynthetic process,oxidation-reduction process",
A0A0R4J1R7,Pcbd2,Pterin-4-alpha-carbinolamine dehydratase 2,A0A0R4J1R7_MOUSE,-1.789345925,1.789345925,3.31E-07,3.23E-07,7,-71.06968224,0.289303178,,,,
P36552,Cpox,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",HEM6_MOUSE,-1.151499483,1.151499483,3.21E-07,3.13E-07,19,-54.98428882,0.450157112,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,membrane","coproporphyrinogen oxidase activity,structural constituent of eye lens,sodium:potassium-exchanging ATPase activity,protein homodimerization activity","protoporphyrinogen IX biosynthetic process,heme biosynthetic process,potassium ion transport,sodium ion transport,response to iron ion,establishment or maintenance of transmembrane electrochemical gradient,response to lead ion,response to insecticide,response to arsenic-containing substance,response to methylmercury,oxidation-reduction process,ATP hydrolysis coupled transmembrane transport",
Q8R1S0,Coq6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6_MOUSE,-1.131842398,1.131842398,3.12E-07,3.05E-07,5,-54.36674079,0.456332592,"mitochondrion,mitochondrial inner membrane,Golgi apparatus,cell projection","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen,FAD binding","ubiquinone biosynthetic process,oxidation-reduction process",
Q04646,Fxyd2,Sodium/potassium-transporting ATPase subunit gamma,ATNG_MOUSE,-1.553531772,1.553531772,3.10E-07,3.04E-07,4,-65.93249429,0.340675057,"integral component of plasma membrane,sodium:potassium-exchanging ATPase complex,membrane,basolateral plasma membrane,intracellular membrane-bounded organelle,extracellular exosome","ion channel activity,sodium:potassium-exchanging ATPase activity,sodium channel regulator activity","regulation of cell growth,potassium ion transport,sodium ion transport,establishment or maintenance of transmembrane electrochemical gradient,regulation of cell proliferation,ATP hydrolysis coupled transmembrane transport,regulation of sodium ion transmembrane transporter activity",
A0A0R4J140,Cluh,Clustered mitochondria protein homolog,A0A0R4J140_MOUSE,-0.801946988,0.801946988,2.95E-07,2.91E-07,30,-42.64254121,0.573574588,,,,
A0A0R4J0P7;Q78KK3,Slc22a18,Solute carrier family 22 member 18,A0A0R4J0P7_MOUSE;S22AI_MOUSE,-1.480179902,1.480179902,2.95E-07,2.91E-07,4,-64.15558882,0.358444112,";nuclear envelope,cytoplasm,integral component of plasma membrane,membrane,apical plasma membrane",";organic anion transmembrane transporter activity,drug transmembrane transporter activity,symporter activity,ubiquitin protein ligase binding",";anion transport,drug transmembrane transport,organic anion transport,drug transport",
A2AP32;Q3UIU2,Ndufb6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,A2AP32_MOUSE;NDUB6_MOUSE,-1.637561309,1.637561309,2.75E-07,2.72E-07,6,-67.86007002,0.3213993,";nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane,mitochondrial membrane",;,";mitochondrial respiratory chain complex I assembly,mitochondrial ATP synthesis coupled electron transport",
Q8VIM4,Bsnd,Barttin,BSND_MOUSE,-3.198913082,3.198913082,2.69E-07,2.67E-07,6,-89.10991652,0.108900835,"integral component of plasma membrane,integral component of membrane,basolateral plasma membrane,protein complex","protein binding,chloride channel regulator activity,chloride channel activity","cellular ion homeostasis,sensory perception of sound,cellular potassium ion homeostasis,cellular chloride ion homeostasis,regulation of molecular function,chloride transmembrane transport",
Q9CS42,Prps2,Ribose-phosphate pyrophosphokinase 2,PRPS2_MOUSE,-1.303565602,1.303565602,2.57E-07,2.57E-07,7,-59.48762982,0.405123702,"ribose phosphate diphosphokinase complex,protein complex,extracellular exosome","magnesium ion binding,ribose phosphate diphosphokinase activity,ATP binding,AMP binding,kinase activity,GDP binding,carbohydrate binding,identical protein binding,protein homodimerization activity,ADP binding","5-phosphoribose 1-diphosphate biosynthetic process,AMP biosynthetic process,nucleoside metabolic process,phosphorylation,animal organ regeneration",
Q9CXI0,Coq5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5_MOUSE,-1.384618935,1.384618935,2.54E-07,2.54E-07,8,-61.70093532,0.382990647,"mitochondrion,mitochondrial matrix,protein complex,mitochondrial inner membrane","2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity","ubiquinone biosynthetic process,methylation",
P09470,Ace,Angiotensin-converting enzyme,ACE_MOUSE,-1.096880248,1.096880248,2.45E-07,2.46E-07,28,-53.24735952,0.467526405,"extracellular space,cytoplasm,lysosome,endosome,plasma membrane,external side of plasma membrane,integral component of membrane,extracellular exosome","actin binding,endopeptidase activity,carboxypeptidase activity,protein binding,drug binding,peptidase activity,metallopeptidase activity,exopeptidase activity,tripeptidyl-peptidase activity,peptidyl-dipeptidase activity,zinc ion binding,chloride ion binding,mitogen-activated protein kinase kinase binding,bradykinin receptor binding,mitogen-activated protein kinase binding,metallodipeptidase activity","kidney development,neutrophil mediated immunity,regulation of systemic arterial blood pressure by renin-angiotensin,positive regulation of systemic arterial blood pressure,proteolysis,spermatogenesis,regulation of blood pressure,posttranscriptional regulation of gene expression,negative regulation of gene expression,negative regulation of protein binding,positive regulation of protein binding,hormone catabolic process,peptide catabolic process,beta-amyloid metabolic process,arachidonic acid secretion,heart contraction,regulation of angiotensin metabolic process,positive regulation of protein tyrosine kinase activity,cell proliferation in bone marrow,positive regulation of peptidyl-tyrosine autophosphorylation,regulation of hematopoietic stem cell proliferation,negative regulation of gap junction assembly,positive regulation of peptidyl-cysteine S-nitrosylation",
O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",KBL_MOUSE,-1.584931579,1.584931579,2.34E-07,2.37E-07,12,-66.66595222,0.333340478,"nucleoplasm,mitochondrion,mitochondrial inner membrane,nuclear speck","molecular_function,glycine C-acetyltransferase activity,pyridoxal phosphate binding","biological_process,biosynthetic process,L-threonine catabolic process to glycine",
Q8BWW3;Q9CYR6,Pgm3,Phosphoacetylglucosamine mutase,Q8BWW3_MOUSE;AGM1_MOUSE,-0.825257612,0.825257612,2.33E-07,2.36E-07,12,-43.56185843,0.564381416,;cytosol,";magnesium ion binding,phosphoacetylglucosamine mutase activity,phosphoglucomutase activity",";carbohydrate metabolic process,UDP-N-acetylglucosamine biosynthetic process,protein N-linked glycosylation,protein O-linked glycosylation,spermatogenesis,glucose 1-phosphate metabolic process,hemopoiesis",
F6UXY4;Q5SWY8,Slc5a10,Sodium/glucose cotransporter 5 (Fragment);Sodium/glucose cotransporter 5,F6UXY4_MOUSE;SC5AA_MOUSE,-1.205241925,1.205241925,2.30E-07,2.34E-07,5,-56.63033889,0.433696611,";integral component of plasma membrane,extracellular exosome",;glucose:sodium symporter activity,";sodium ion transport,glucose transmembrane transport",
P56379,Mp68,6.8 kDa mitochondrial proteolipid,68MP_MOUSE,-1.515743048,1.515743048,2.24E-07,2.30E-07,2,-65.02836984,0.349716302,"mitochondrion,mitochondrial proton-transporting ATP synthase complex,integral component of membrane",molecular_function,biological_process,
Q8BRQ9;Q925N0,Sfxn5,Sideroflexin;Sideroflexin-5,Q8BRQ9_MOUSE;SFXN5_MOUSE,-1.817117193,1.817117193,2.25E-07,2.30E-07,5,-71.6212528,0.283787472,";mitochondrion,mitochondrial inner membrane,integral component of membrane",;citrate transmembrane transporter activity,";citrate transport,ion transmembrane transport,iron ion homeostasis",
P10649,Gstm1,Glutathione S-transferase Mu 1,GSTM1_MOUSE,-0.957621408,0.957621408,2.19E-07,2.25E-07,18,-48.50948548,0.514905145,"cytoplasm,myelin sheath","glutathione transferase activity,protein binding,identical protein binding,protein homodimerization activity,protein heterodimerization activity","glutathione metabolic process,cellular response to drug",
P85094,Isoc2a,Isochorismatase domain-containing protein 2A,ISC2A_MOUSE,-1.396237219,1.396237219,2.18E-07,2.25E-07,10,-62.00812601,0.37991874,"nucleus,cytoplasm,mitochondrion","molecular_function,catalytic activity","metabolic process,protein destabilization",
Q9JHW2,Nit2,Omega-amidase NIT2,NIT2_MOUSE,-1.126054268,1.126054268,2.14E-07,2.21E-07,17,-54.18329123,0.458167088,"mitochondrion,centrosome,cytosol,extracellular exosome",omega-amidase activity,"oxaloacetate metabolic process,asparagine metabolic process,glutamine metabolic process",
Q8R2Q4;Q8R2Q4-2;Q8R2Q4-3,Gfm2,"Ribosome-releasing factor 2, mitochondrial;Isoform 2 of Ribosome-releasing factor 2, mitochondrial;Isoform 3 of Ribosome-releasing factor 2, mitochondrial",RRF2M_MOUSE,-1.442888068,1.442888068,2.06E-07,2.14E-07,14,-63.21697765,0.367830223,mitochondrion;;,"GTPase activity,GTP binding;;","mitochondrial translation,ribosome disassembly;;",
P59017,Bcl2l13,Bcl-2-like protein 13,B2L13_MOUSE,-0.906080843,0.906080843,2.02E-07,2.11E-07,5,-46.63672346,0.533632765,"mitochondrion,integral component of membrane,mitochondrial membrane",molecular_function,"apoptotic process,regulation of apoptotic process",
Q9CQA3,Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB_MOUSE,-1.172609983,1.172609983,2.03E-07,2.11E-07,17,-55.63819362,0.443618064,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),plasma membrane,respiratory chain complex II,extracellular exosome","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,metal ion binding,ubiquinone binding,2 iron, 2 sulfur cluster binding,3 iron, 4 sulfur cluster binding,4 iron, 4 sulfur cluster binding","tricarboxylic acid cycle,succinate metabolic process,aerobic respiration,respiratory electron transport chain",
A0A0R4J275;Q7TMF3,Ndufa12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,A0A0R4J275_MOUSE;NDUAC_MOUSE,-1.125846062,1.125846062,1.93E-07,2.03E-07,15,-54.17667859,0.458233214,";mitochondrion,mitochondrial respiratory chain complex I,cytosol",";molecular_function,NADH dehydrogenase (ubiquinone) activity,electron carrier activity",";response to oxidative stress,mitochondrial ATP synthesis coupled electron transport",
Q9CR24,Nudt8,Nucleoside diphosphate-linked moiety X motif 8,NUDT8_MOUSE,-1.515752497,1.515752497,1.91E-07,2.01E-07,2,-65.02859889,0.349714011,mitochondrion,"hydrolase activity,metal ion binding",biological_process,
Q791V5,Mtch2,Mitochondrial carrier homolog 2,MTCH2_MOUSE,-0.998835727,0.998835727,1.87E-07,1.97E-07,13,-49.95963308,0.500403669,"nucleus,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,membrane,integral component of membrane,extracellular exosome",molecular_function,"lactate metabolic process,negative regulation of mitochondrial membrane potential,hematopoietic stem cell migration,mitochondrial ATP synthesis coupled electron transport,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of glycolytic process,hematopoietic stem cell homeostasis,protein localization to mitochondrion,cellular response to radiation,establishment of protein localization to mitochondrial membrane involved in mitochondrial fission,hepatocyte apoptotic process,regulation of mitochondrial membrane permeability involved in apoptotic process,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage",
Q8VE38;Q8VE38-2,Oxnad1,Oxidoreductase NAD-binding domain-containing protein 1;Isoform 2 of Oxidoreductase NAD-binding domain-containing protein 1,OXND1_MOUSE,-1.74342367,1.74342367,1.82E-07,1.92E-07,7,-70.13399178,0.298660082,mitochondrion;,oxidoreductase activity;,oxidation-reduction process;,
P55096,Abcd3,ATP-binding cassette sub-family D member 3,ABCD3_MOUSE,-1.102907258,1.102907258,1.78E-07,1.88E-07,26,-53.4422662,0.465577338,"mitochondrion,mitochondrial inner membrane,peroxisome,peroxisomal membrane,peroxisomal matrix,membrane,integral component of membrane,intracellular membrane-bounded organelle","long-chain fatty acid transporter activity,protein binding,ATP binding,ATPase activity,ATPase activity, coupled to transmembrane movement of substances,protein homodimerization activity,protein self-association","fatty acid biosynthetic process,fatty acid beta-oxidation,peroxisome organization,response to organic cyclic compound,peroxisomal long-chain fatty acid import,response to drug,very long-chain fatty acid catabolic process,transmembrane transport",
Q9EQ20,Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",MMSA_MOUSE,-1.404199706,1.404199706,1.73E-07,1.84E-07,38,-62.21723226,0.377827677,"nucleoplasm,mitochondrion,extracellular exosome","RNA binding,methylmalonate-semialdehyde dehydrogenase (acylating) activity,malonate-semialdehyde dehydrogenase (acetylating) activity","thymine catabolic process,valine catabolic process,brown fat cell differentiation,oxidation-reduction process",
P34914,Ephx2,Bifunctional epoxide hydrolase 2,HYES_MOUSE,-1.555442724,1.555442724,1.71E-07,1.83E-07,32,-65.97758924,0.340224108,"peroxisome,cytosol,extracellular exosome","magnesium ion binding,epoxide hydrolase activity,receptor binding,toxic substance binding,phosphatase activity,10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity,lipid phosphatase activity,protein homodimerization activity","response to toxic substance,positive regulation of gene expression,dephosphorylation,cholesterol homeostasis,stilbene catabolic process,phospholipid dephosphorylation,regulation of cholesterol metabolic process,epoxide metabolic process",
Q7TNE1,Sugct,Succinate--hydroxymethylglutarate CoA-transferase,SUCHY_MOUSE,-1.487069169,1.487069169,1.71E-07,1.82E-07,8,-64.32634775,0.356736522,mitochondrion,succinate-hydroxymethylglutarate CoA-transferase activity,,
O35488,Slc27a2,Very long-chain acyl-CoA synthetase,S27A2_MOUSE,-0.895538367,0.895538367,1.69E-07,1.81E-07,49,-46.24534371,0.537546563,"mitochondrion,peroxisome,peroxisomal membrane,integral component of peroxisomal membrane,endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum membrane,integral component of endoplasmic reticulum membrane,extracellular exosome","long-chain fatty acid-CoA ligase activity,receptor binding,ATP binding,fatty acid transporter activity,enzyme binding,very long-chain fatty acid-CoA ligase activity,phytanate-CoA ligase activity,pristanate-CoA ligase activity,decanoate--CoA ligase activity","very long-chain fatty acid metabolic process,fatty acid alpha-oxidation,long-chain fatty acid metabolic process,fatty acid beta-oxidation,bile acid biosynthetic process,fatty acid transport,very long-chain fatty acid catabolic process,long-chain fatty acid import,methyl-branched fatty acid metabolic process",
Q9QXY6,Ehd3,EH domain-containing protein 3,EHD3_MOUSE,-1.040596484,1.040596484,1.67E-07,1.79E-07,14,-51.38735574,0.486126443,"cytoplasm,cytosol,focal adhesion,ciliary pocket membrane,endocytic vesicle,myelin sheath,perinuclear region of cytoplasm,recycling endosome membrane","calcium ion binding,protein binding,ATP binding,GTP binding,lipid binding","receptor recycling,protein transport,endocytic recycling,early endosome to Golgi transport,protein homooligomerization,regulation of cardiac muscle contraction,cilium morphogenesis,protein localization to plasma membrane,regulation of cardiac muscle cell membrane potential,Golgi to lysosome transport,positive regulation of voltage-gated calcium channel activity,regulation of Golgi organization,regulation of cardiac conduction",
P38060,Hmgcl,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL_MOUSE,-1.38630756,1.38630756,1.65E-07,1.78E-07,15,-61.74573682,0.382542632,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,peroxisome","fatty-acyl-CoA binding,magnesium ion binding,hydroxymethylglutaryl-CoA lyase activity,receptor binding,manganese ion binding,carboxylic acid binding,protein homodimerization activity,metal ion binding","liver development,lipid metabolic process,acyl-CoA metabolic process,mitochondrion organization,response to nutrient,response to starvation,ketone body biosynthetic process,protein tetramerization,response to fatty acid",
K3W4L7;Q9DCG6,Pbld2;Pbld1,Phenazine biosynthesis-like domain-containing protein 2;Phenazine biosynthesis-like domain-containing protein 1,K3W4L7_MOUSE;PBLD1_MOUSE,-2.020133313,2.020133313,1.63E-07,1.75E-07,10,-75.34646061,0.246535394,";cytoplasm,extracellular exosome",";isomerase activity,identical protein binding",";biosynthetic process,negative regulation of epithelial cell migration,negative regulation of epithelial to mesenchymal transition,maintenance of gastrointestinal epithelium,negative regulation of transforming growth factor beta receptor signaling pathway,negative regulation of epithelial cell proliferation,negative regulation of SMAD protein import into nucleus,negative regulation of pathway-restricted SMAD protein phosphorylation",
A0A0R4J018;O55060,Tpmt,Thiopurine S-methyltransferase,A0A0R4J018_MOUSE;TPMT_MOUSE,-1.08629536,1.08629536,1.59E-07,1.71E-07,16,-52.90307935,0.470969207,";cytoplasm,extracellular exosome",;thiopurine S-methyltransferase activity,;methylation,
Q9D2R6,Coa3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",COA3_MOUSE,-1.126403065,1.126403065,1.58E-07,1.71E-07,4,-54.19436688,0.458056331,"mitochondrion,integral component of mitochondrial inner membrane",molecular_function,"mitochondrial respiratory chain complex IV assembly,positive regulation of mitochondrial translation",
Q9CQH3,Ndufb5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUB5_MOUSE,-1.15418647,1.15418647,1.53E-07,1.68E-07,8,-55.06805156,0.449319484,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane",molecular_function,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process",
A2A838;A2A839;A2A841;P48193;P48193-2,Epb41,Protein 4.1 (Fragment);Protein 4.1;Protein 4.1;Protein 4.1;Isoform 2 of Protein 4.1,A2A838_MOUSE;A2A839_MOUSE;A2A841_MOUSE;41_MOUSE;41_MOUSE,-1.269201793,1.269201793,1.53E-07,1.68E-07,16,-58.51107428,0.414889257,";;;nucleus,cytosol,plasma membrane,cytoplasmic side of plasma membrane,postsynaptic density,actin cytoskeleton,membrane,cell junction,cortical cytoskeleton,protein complex,cell cortex region;",";;;actin binding,structural constituent of cytoskeleton,calmodulin binding,1-phosphatidylinositol binding,protein C-terminus binding,spectrin binding,protein N-terminus binding,phosphoprotein binding;",";;;protein complex assembly,transport,cell cycle,regulation of cell shape,actin cytoskeleton organization,cortical actin cytoskeleton organization,actomyosin structure organization,positive regulation of protein binding,cell division,positive regulation of protein localization to cell cortex;",
P52196,Tst,Thiosulfate sulfurtransferase,THTR_MOUSE,-1.697550381,1.697550381,1.53E-07,1.68E-07,14,-69.16908485,0.308309152,"extracellular space,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,extracellular exosome","thiosulfate sulfurtransferase activity,5S rRNA binding","epithelial cell differentiation,rRNA import into mitochondrion,rRNA transport",
Q9WVT6,Ca14,Carbonic anhydrase 14,CAH14_MOUSE,-2.62380757,2.62380757,1.53E-07,1.68E-07,5,-83.77610158,0.162238984,integral component of membrane,"carbonate dehydratase activity,metal ion binding","regulation of pH,carbon dioxide transport",
P15626,Gstm2,Glutathione S-transferase Mu 2,GSTM2_MOUSE,-0.642678149,0.642678149,1.51E-07,1.67E-07,22,-35.94771911,0.640522809,cytoplasm,"glutathione transferase activity,enzyme binding,protein homodimerization activity,glutathione binding,protein heterodimerization activity","glutathione metabolic process,nitrobenzene metabolic process,xenobiotic catabolic process,cellular detoxification of nitrogen compound",
Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase,OCTC_MOUSE,-2.459511721,2.459511721,1.50E-07,1.67E-07,34,-81.81919129,0.181808087,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","receptor binding,carnitine O-octanoyltransferase activity","generation of precursor metabolites and energy,fatty acid metabolic process,fatty acid beta-oxidation,carnitine metabolic process,fatty acid transport,coenzyme A metabolic process,medium-chain fatty acid metabolic process",
Q5M8N4;Q5M8N4-2,Sdr39u1,Epimerase family protein SDR39U1;Isoform 2 of Epimerase family protein SDR39U1,D39U1_MOUSE,-1.362950732,1.362950732,1.46E-07,1.62E-07,9,-61.12137052,0.388786295,nucleus;,"molecular_function,oxidoreductase activity,coenzyme binding;","biological_process,oxidation-reduction process;",
Q61847;Q61847-2,Mep1b,Meprin A subunit beta;Isoform 2 of Meprin A subunit beta,MEP1B_MOUSE,-1.626662248,1.626662248,1.41E-07,1.57E-07,20,-67.61634452,0.323836555,"extracellular region,plasma membrane,membrane,integral component of membrane;","metalloendopeptidase activity,zinc ion binding,identical protein binding;","proteolysis,inflammatory response,toxin transport;",
Q99L20,Gstt3,Glutathione S-transferase theta-3,GSTT3_MOUSE,-1.071973655,1.071973655,1.39E-07,1.56E-07,7,-52.43321758,0.475667824,cytoplasm,glutathione transferase activity,glutathione metabolic process,
Q8K215,Lyrm4,LYR motif-containing protein 4,LYRM4_MOUSE,-1.189045814,1.189045814,1.40E-07,1.56E-07,4,-56.14071536,0.438592846,"mitochondrion,nuclear body",molecular_function,biological_process,
E9QPX3;Q9CXZ1,Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",E9QPX3_MOUSE;NDUS4_MOUSE,-1.381732482,1.381732482,1.39E-07,1.56E-07,7,-61.62423228,0.383757677,";mitochondrion,mitochondrial respiratory chain complex I",;NADH dehydrogenase (ubiquinone) activity,";regulation of protein phosphorylation,brain development,cAMP-mediated signaling,electron transport chain,mitochondrial respiratory chain complex I assembly,cellular respiration,positive regulation of fibroblast proliferation,response to cAMP,reactive oxygen species metabolic process",
Q99N15,Hsd17b10,17beta-hydroxysteroid dehydrogenase type 10/short chain L-3-hydroxyacyl-CoA dehydrogenase,Q99N15_MOUSE,-0.748438441,0.748438441,1.37E-07,1.55E-07,18,-40.47525012,0.595247499,,,,
