Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,Q8R5J9,Q8R5J9,1.190875433,1.190875433,0.000125413,4.37E-05,16,Q8R5J9,Arl6ip5,PRA1 family protein 3,PRAF3_MOUSE,5,128.2912292,2.282912292,Injured,Non-injured,"endoplasmic reticulum membrane,cytoskeleton,plasma membrane,membrane,integral component of membrane,extracellular exosome",protein binding,"negative regulation of L-glutamate transport,intrinsic apoptotic signaling pathway in response to oxidative stress,negative regulation of mitochondrial membrane potential,L-glutamate transport,positive regulation of stress-activated MAPK cascade,positive regulation of apoptotic process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",
Injured / Non-injured,Q9WVL0,Q9WVL0,-1.192300065,1.192300065,1.93E-06,1.32E-06,16,Q9WVL0,Gstz1,Maleylacetoacetate isomerase,MAAI_MOUSE,15,-56.23953616,0.437604638,Injured,Non-injured,mitochondrion,"glutathione transferase activity,maleylacetoacetate isomerase activity,identical protein binding,protein homodimerization activity","L-phenylalanine catabolic process,tyrosine catabolic process,glutathione metabolic process",
Injured / Non-injured,O08529,O08529,1.192459653,1.192459653,2.90E-06,1.84E-06,16,O08529,Capn2,Calpain-2 catalytic subunit,CAN2_MOUSE,26,128.542053,2.28542053,Injured,Non-injured,"chromatin,nucleus,cytoplasm,lysosome,endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,focal adhesion,dendrite,pseudopodium,membrane raft,extracellular exosome,perinuclear endoplasmic reticulum","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,cytoskeletal protein binding,peptidase activity,protein heterodimerization activity","response to hypoxia,blastocyst development,proteolysis,myoblast fusion,protein autoprocessing,regulation of cytoskeleton organization,proteolysis involved in cellular protein catabolic process,cellular response to amino acid stimulus",
Injured / Non-injured,P17710-3,P17710-3,-1.192596876,1.192596876,2.75E-05,1.19E-05,16,P17710-3,Hk1,Isoform HK1 of Hexokinase-1,HXK1_MOUSE,40,-56.24853825,0.437514618,Injured,Non-injured,,,,
Injured / Non-injured,Q8R326;Q8R326-2,Q8R326;Q8R326-2,1.194079562,1.194079562,0.000358318,0.000108991,16,Q8R326;Q8R326-2,Pspc1,Paraspeckle component 1;Isoform 2 of Paraspeckle component 1,PSPC1_MOUSE,4,128.7988122,2.287988122,Injured,Non-injured,"fibrillar center,nucleoplasm,cytoplasm,nuclear matrix,nuclear speck,paraspeckles;","transcription regulatory region sequence-specific DNA binding,core promoter binding,RNA binding,protein binding;","mRNA splicing, via spliceosome,activation of innate immune response,transcription, DNA-templated,regulation of circadian rhythm,negative regulation of transcription, DNA-templated,rhythmic process;",
Injured / Non-injured,Q8BG07;Q8BG07-2,Q8BG07;Q8BG07-2,1.196099011,1.196099011,0.00097769,0.000262825,12,Q8BG07;Q8BG07-2,Pld4,Phospholipase D4;Isoform 2 of Phospholipase D4,PLD4_MOUSE,3,129.1193034,2.291193034,Injured,Non-injured,"nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,trans-Golgi network membrane,phagocytic vesicle;","phospholipase D activity,protein binding,N-acylphosphatidylethanolamine-specific phospholipase D activity;","hematopoietic progenitor cell differentiation,phosphatidylglycerol biosynthetic process,phagocytosis,lipid catabolic process;",
Injured / Non-injured,G3X8R0,G3X8R0,-1.197487765,1.197487765,0.000589132,0.000168233,16,G3X8R0,Reep5,Receptor expression-enhancing protein,G3X8R0_MOUSE,2,-56.39660919,0.436033908,Injured,Non-injured,,,,
Injured / Non-injured,Q9CWJ9,Q9CWJ9,1.197570814,1.197570814,7.20E-07,6.02E-07,16,Q9CWJ9,Atic,Bifunctional purine biosynthesis protein PURH,PUR9_MOUSE,28,129.3531646,2.293531646,Injured,Non-injured,"mitochondrion,membrane,extracellular exosome","IMP cyclohydrolase activity,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,protein homodimerization activity,cadherin binding","brainstem development,'de novo' IMP biosynthetic process,nucleoside metabolic process,response to inorganic substance,cerebellum development,cerebral cortex development,animal organ regeneration,dihydrofolate metabolic process,tetrahydrofolate biosynthetic process",
Injured / Non-injured,Q61292,Q61292,1.197598142,1.197598142,0.018796453,0.003784903,16,Q61292,Lamb2,Laminin subunit beta-2,LAMB2_MOUSE,12,129.3575091,2.293575091,Injured,Non-injured,"extracellular region,basement membrane,basal lamina,laminin-3 complex,extracellular space,extracellular matrix,synaptic cleft,laminin complex,synapse,extracellular exosome",integrin binding,"cell morphogenesis involved in differentiation,receptor-mediated endocytosis,cell adhesion,axon guidance,neuromuscular junction development,visual perception,astrocyte development,Schwann cell development,extracellular matrix organization,neuron projection development,axon extension involved in regeneration,synapse organization,retina development in camera-type eye,metanephric glomerular visceral epithelial cell development,metanephric glomerular basement membrane development",
Injured / Non-injured,P15327,P15327,-1.197608179,1.197608179,0.009744429,0.002081106,16,P15327,Bpgm,Bisphosphoglycerate mutase,PMGE_MOUSE,9,-56.40024838,0.435997516,Injured,Non-injured,"cytosol,extracellular exosome","bisphosphoglycerate mutase activity,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity","gluconeogenesis,glycolytic process,regulation of pentose-phosphate shunt",
Injured / Non-injured,Q569Z5,Q569Z5,1.198359244,1.198359244,5.92E-08,8.33E-08,16,Q569Z5,Ddx46,Probable ATP-dependent RNA helicase DDX46,DDX46_MOUSE,13,129.47854,2.2947854,Injured,Non-injured,"fibrillar center,nucleus,nucleolus,cytoplasm,Cajal body,membrane,nuclear speck","RNA binding,ATP-dependent RNA helicase activity,ATP binding","mRNA splicing, via spliceosome,regulation of gene expression,RNA secondary structure unwinding",
Injured / Non-injured,Q9DAW9,Q9DAW9,1.199312217,1.199312217,0.000389086,0.000117144,16,Q9DAW9,Cnn3,Calponin-3,CNN3_MOUSE,14,129.6301721,2.296301721,Injured,Non-injured,"cytosol,cell-cell adherens junction,focal adhesion,postsynaptic density,actin cytoskeleton,neuronal cell body,dendritic spine","actin binding,protein binding,calmodulin binding,microtubule binding,cadherin binding involved in cell-cell adhesion","epithelial cell differentiation,actomyosin structure organization,negative regulation of ATPase activity,cell-cell adhesion",
Injured / Non-injured,Q9Z1B3;Q9Z1B3-2;Q9Z1B3-3,Q9Z1B3;Q9Z1B3-2;Q9Z1B3-3,-1.199593091,1.199593091,0.003877391,0.000905916,14,Q9Z1B3;Q9Z1B3-2;Q9Z1B3-3,Plcb1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1;Isoform B of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1;Isoform C of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1_MOUSE,3,-56.46019327,0.435398067,Injured,Non-injured,"nuclear chromatin,nucleus,cytoplasm,plasma membrane,nuclear speck,nuclear membrane,myelin sheath,extracellular exosome;;","phosphatidylinositol phospholipase C activity,signal transducer activity,GTPase activator activity,calcium ion binding,protein binding,calmodulin binding,lamin binding,phosphatidylinositol-4,5-bisphosphate binding,enzyme binding,protein homodimerization activity;;","G2/M transition of mitotic cell cycle,oocyte maturation,mRNA processing,cell adhesion,signal transduction,G-protein coupled acetylcholine receptor signaling pathway,glutamate receptor signaling pathway,brain development,memory,regulation of G-protein coupled receptor protein signaling pathway,insulin receptor signaling pathway,lipid catabolic process,cerebral cortex development,erythrocyte differentiation,macrophage differentiation,positive regulation of sodium:proton antiporter activity,positive regulation of interleukin-12 production,intracellular signal transduction,interleukin-12-mediated signaling pathway,interleukin-15-mediated signaling pathway,positive regulation of embryonic development,positive regulation of GTPase activity,fat cell differentiation,positive regulation of myoblast differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of JNK cascade,phosphatidylinositol metabolic process,insulin-like growth factor receptor signaling pathway,positive regulation of developmental growth,regulation of insulin secretion,activation of meiosis involved in egg activation,interleukin-1-mediated signaling pathway,regulation of fertilization,positive regulation of G1/S transition of mitotic cell cycle,positive regulation of acrosome reaction,negative regulation of monocyte extravasation,positive regulation of CD24 biosynthetic process;;",
Injured / Non-injured,P22437,P22437,1.199852236,1.199852236,0.029301578,0.005664404,16,P22437,Ptgs1,Prostaglandin G/H synthase 1,PGH1_MOUSE,2,129.7161418,2.297161418,Injured,Non-injured,"photoreceptor outer segment,cytoplasm,endoplasmic reticulum membrane,Golgi apparatus,organelle membrane,intracellular membrane-bounded organelle,extracellular exosome","peroxidase activity,prostaglandin-endoperoxide synthase activity,heme binding,metal ion binding,dioxygenase activity","prostaglandin biosynthetic process,prostaglandin metabolic process,inflammatory response,response to oxidative stress,regulation of blood pressure,cyclooxygenase pathway,keratinocyte differentiation,regulation of cell proliferation,oxidation-reduction process,cellular oxidant detoxification",
Injured / Non-injured,D3YU39,D3YU39,-1.200384866,1.200384866,4.83E-07,4.36E-07,16,D3YU39,Chpt1,Cholinephosphotransferase 1,D3YU39_MOUSE,2,-56.48408208,0.435159179,Injured,Non-injured,,,,
Injured / Non-injured,A0A0R4J107;Q8R146;Q8R146-2,A0A0R4J107;Q8R146;Q8R146-2,-1.20134228,1.20134228,4.06E-07,3.76E-07,16,A0A0R4J107;Q8R146;Q8R146-2,Apeh,Acylamino-acid-releasing enzyme (Fragment);Acylamino-acid-releasing enzyme;Isoform 2 of Acylamino-acid-releasing enzyme,A0A0R4J107_MOUSE;APEH_MOUSE;APEH_MOUSE,29,-56.51295092,0.434870491,Injured,Non-injured,";cytosol,nuclear membrane,extracellular exosome;",";RNA binding,serine-type endopeptidase activity,omega peptidase activity,identical protein binding;",";proteolysis,beta-amyloid metabolic process;",
Injured / Non-injured,Q9DBC7,Q9DBC7,1.202864506,1.202864506,6.46E-06,3.53E-06,16,Q9DBC7,Prkar1a,cAMP-dependent protein kinase type I-alpha regulatory subunit,KAP0_MOUSE,11,130.1962779,2.301962779,Injured,Non-injured,"cytoplasm,axoneme,cAMP-dependent protein kinase complex,membrane,nucleotide-activated protein kinase complex,neuromuscular junction,protein complex,plasma membrane raft,immunological synapse","cAMP-dependent protein kinase inhibitor activity,protein binding,cAMP-dependent protein kinase regulator activity,protein domain specific binding,cAMP binding,ubiquitin protein ligase binding,protein kinase A catalytic subunit binding","mesoderm formation,protein phosphorylation,negative regulation of protein kinase activity,female meiotic division,heart development,cell proliferation,animal organ morphogenesis,sarcomere organization,negative regulation of meiotic nuclear division,negative regulation of activated T cell proliferation,cardiac muscle cell proliferation,negative regulation of cAMP-dependent protein kinase activity",
Injured / Non-injured,Q9Z2I8,Q9Z2I8,-1.204870766,1.204870766,3.72E-08,5.78E-08,16,Q9Z2I8,Suclg2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCB2_MOUSE,25,-56.61917985,0.433808201,Injured,Non-injured,"mitochondrion,plasma membrane,succinate-CoA ligase complex (GDP-forming)","succinate-CoA ligase (GDP-forming) activity,succinate-semialdehyde dehydrogenase (NAD+) activity,ATP binding,GTP binding,GDP binding,metal ion binding,protein heterodimerization activity","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process",
Injured / Non-injured,F6UXY4;Q5SWY8,F6UXY4;Q5SWY8,-1.205241925,1.205241925,2.30E-07,2.34E-07,16,F6UXY4;Q5SWY8,Slc5a10,Sodium/glucose cotransporter 5 (Fragment);Sodium/glucose cotransporter 5,F6UXY4_MOUSE;SC5AA_MOUSE,5,-56.63033889,0.433696611,Injured,Non-injured,";integral component of plasma membrane,extracellular exosome",;glucose:sodium symporter activity,";sodium ion transport,glucose transmembrane transport",
Injured / Non-injured,Q9WTP7,Q9WTP7,-1.205395738,1.205395738,1.08E-07,1.31E-07,16,Q9WTP7,Ak3,"GTP:AMP phosphotransferase AK3, mitochondrial",KAD3_MOUSE,19,-56.63496251,0.433650375,Injured,Non-injured,"mitochondrion,mitochondrial matrix","adenylate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity","AMP metabolic process,GTP metabolic process,ITP metabolic process,UTP metabolic process,nucleotide phosphorylation",
Injured / Non-injured,P54923,P54923,1.207252314,1.207252314,0.000248502,7.87E-05,16,P54923,Adprh,[Protein ADP-ribosylarginine] hydrolase,ADPRH_MOUSE,6,130.8974618,2.308974618,Injured,Non-injured,"intracellular,endomembrane system","magnesium ion binding,ADP-ribosylarginine hydrolase activity,potassium ion binding,GTPase activator activity,Rab GTPase binding","cellular protein modification process,protein de-ADP-ribosylation,intracellular protein transport,regulation of vesicle fusion,activation of GTPase activity",
Injured / Non-injured,A0A0R4J170;Q3TKT4;Q3TKT4-2,A0A0R4J170;Q3TKT4;Q3TKT4-2,1.208082212,1.208082212,0.001897463,0.000477281,16,A0A0R4J170;Q3TKT4;Q3TKT4-2,Smarca4,Transcription activator BRG1;Transcription activator BRG1;Isoform 2 of Transcription activator BRG1,A0A0R4J170_MOUSE;SMCA4_MOUSE;SMCA4_MOUSE,6,131.0303217,2.310303217,Injured,Non-injured,";nuclear chromatin,heterochromatin,extracellular space,nucleus,nuclear euchromatin,perichromatin fibrils,membrane,SWI/SNF complex,protein complex,npBAF complex,nBAF complex,nucleolus;",";RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription coactivator activity,RNA polymerase I CORE element sequence-specific DNA binding,p53 binding,chromatin binding,transcription coactivator activity,transcription corepressor activity,helicase activity,protein binding,ATP binding,DNA-dependent ATPase activity,transcription factor binding,ATPase activity,Tat protein binding,protein N-terminus binding,androgen receptor binding,DNA polymerase binding,lysine-acetylated histone binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",";negative regulation of transcription from RNA polymerase II promoter,cell morphogenesis,blood vessel development,vasculogenesis,in utero embryonic development,blastocyst growth,blastocyst hatching,liver development,outflow tract morphogenesis,ventricular septum development,nucleosome assembly,nucleosome disassembly,chromatin remodeling,methylation-dependent chromatin silencing,transcription, DNA-templated,nervous system development,glial cell fate determination,heart development,positive regulation of cell proliferation,DNA methylation on cytosine within a CG sequence,stem cell population maintenance,neurogenesis,positive regulation of Wnt signaling pathway,extracellular matrix organization,keratinocyte differentiation,negative regulation of cell growth,regulation of cell migration,forebrain development,hindbrain development,embryonic hindlimb morphogenesis,aortic smooth muscle cell differentiation,aorta development,ATP-dependent chromatin remodeling,negative regulation of apoptotic process,positive regulation of DNA binding,positive regulation by host of viral transcription,histone H3 acetylation,positive regulation of cell differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,embryonic organ morphogenesis,epidermis morphogenesis,positive regulation of sequence-specific DNA binding transcription factor activity,definitive erythrocyte differentiation,heart trabecula formation,negative regulation of androgen receptor signaling pathway,coronary vasculature development,pharyngeal arch artery morphogenesis,lens fiber cell development,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,positive regulation of glucose mediated signaling pathway,positive regulation of pri-miRNA transcription from RNA polymerase II promoter;",
Injured / Non-injured,P00405,P00405,-1.208103903,1.208103903,1.67E-08,3.10E-08,16,P00405,Mtco2,Cytochrome c oxidase subunit 2,COX2_MOUSE,7,-56.71628913,0.432837109,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex IV,integral component of membrane,respiratory chain complex IV,extracellular exosome","copper ion binding,cytochrome-c oxidase activity","lactation,response to cold,ATP synthesis coupled electron transport,hydrogen ion transmembrane transport",
Injured / Non-injured,Q91YI0,Q91YI0,-1.210058594,1.210058594,1.67E-05,7.76E-06,16,Q91YI0,Asl,Argininosuccinate lyase,ARLY_MOUSE,29,-56.77489402,0.43225106,Injured,Non-injured,"cytoplasm,extracellular exosome","argininosuccinate lyase activity,identical protein binding","urea cycle,cellular amino acid metabolic process,locomotory behavior,post-embryonic development,ammonia assimilation cycle,arginine biosynthetic process via ornithine",
Injured / Non-injured,E9QMV2;Q4KML4,E9QMV2;Q4KML4,1.210322494,1.210322494,7.26E-06,3.89E-06,16,E9QMV2;Q4KML4,Abracl,Costars family protein ABRACL,E9QMV2_MOUSE;ABRAL_MOUSE,4,131.3893548,2.313893548,Injured,Non-injured,;cellular_component,;molecular_function,;biological_process,
Injured / Non-injured,Q9Z2Z6,Q9Z2Z6,-1.210880773,1.210880773,1.52E-06,1.07E-06,16,Q9Z2Z6,Slc25a20,Mitochondrial carnitine/acylcarnitine carrier protein,MCAT_MOUSE,17,-56.79952062,0.432004794,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,cytosol,integral component of membrane","carnitine:acyl carnitine antiporter activity,carnitine transmembrane transporter activity,acyl carnitine transmembrane transporter activity","mitochondrial transport,carnitine transport,carnitine transmembrane transport,acyl carnitine transmembrane transport",
Injured / Non-injured,P14873,P14873,1.211868007,1.211868007,0.024466959,0.004799566,16,P14873,Map1b,Microtubule-associated protein 1B,MAP1B_MOUSE,4,131.6373676,2.316373676,Injured,Non-injured,"photoreceptor outer segment,cytosol,microtubule,microtubule associated complex,plasma membrane,postsynaptic density,cell junction,dendritic spine","protein binding,cytoskeletal regulatory protein binding,microtubule binding","microtubule bundle formation,microtubule-based process,axonogenesis,cellular process,dendrite development,negative regulation of intracellular transport,positive regulation of axon extension,mitochondrion transport along microtubule,axon extension,establishment of monopolar cell polarity",
Injured / Non-injured,P19096,P19096,1.212134187,1.212134187,0.009019664,0.001944705,16,P19096,Fasn,Fatty acid synthase,FAS_MOUSE,74,131.6801091,2.316801091,Injured,Non-injured,"mitochondrion,Golgi apparatus,cytosol,plasma membrane,membrane,melanosome,glycogen granule,extracellular exosome","RNA binding,fatty acid synthase activity,[acyl-carrier-protein] S-acetyltransferase activity,[acyl-carrier-protein] S-malonyltransferase activity,3-oxoacyl-[acyl-carrier-protein] synthase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity,oleoyl-[acyl-carrier-protein] hydrolase activity,drug binding,myristoyl-[acyl-carrier-protein] hydrolase activity,palmitoyl-[acyl-carrier-protein] hydrolase activity,phosphopantetheine binding,protein homodimerization activity,cadherin binding,enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,NADPH binding,Requires Ontology,3-oxo-pimeloyl-[acp] methyl ester reductase activity","osteoblast differentiation,acetyl-CoA metabolic process,fatty acid biosynthetic process,mammary gland development,oxidation-reduction process,cellular response to interleukin-4",
Injured / Non-injured,O88531,O88531,1.212432757,1.212432757,4.21E-10,2.46E-09,16,O88531,Ppt1,Palmitoyl-protein thioesterase 1,PPT1_MOUSE,7,131.7280609,2.317280609,Injured,Non-injured,"extracellular region,extracellular space,nucleus,lysosome,Golgi apparatus,cytosol,synaptic vesicle,membrane,axon,dendrite,neuronal cell body,membrane raft,extracellular exosome","protein binding,palmitoyl-(protein) hydrolase activity,palmitoyl-CoA hydrolase activity","protein depalmitoylation,receptor-mediated endocytosis,pinocytosis,lysosome organization,lysosomal lumen acidification,neurotransmitter secretion,nervous system development,brain development,visual perception,grooming behavior,associative learning,adult locomotory behavior,protein transport,lipid catabolic process,negative regulation of cell growth,membrane raft organization,regulation of phospholipase A2 activity,negative regulation of apoptotic process,negative regulation of neuron apoptotic process,cellular protein catabolic process,cellular macromolecule catabolic process,positive regulation of receptor-mediated endocytosis,positive regulation of pinocytosis,cofactor transport,cofactor metabolic process",TRUE
Injured / Non-injured,A0A0A0MQC7;A2A5Y6;P10637,A0A0A0MQC7;A2A5Y6;P10637,-1.213238825,1.213238825,2.95E-05,1.26E-05,14,A0A0A0MQC7;A2A5Y6;P10637,Mapt,Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;TAU_MOUSE,8,-56.87007312,0.431299269,Injured,Non-injured,";;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane",";;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding",";;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus",
Injured / Non-injured,P49718;Q52KC3,P49718;Q52KC3,1.214047078,1.214047078,0.000759853,0.000210214,16,P49718;Q52KC3,Mcm5,DNA replication licensing factor MCM5;DNA helicase,MCM5_MOUSE;Q52KC3_MOUSE,9,131.987501,2.31987501,Injured,Non-injured,"nuclear chromosome, telomeric region,nucleoplasm,membrane,MCM complex;","DNA helicase activity,chromatin binding,DNA replication origin binding,ATP binding;","DNA replication initiation,cell cycle,DNA duplex unwinding;",
Injured / Non-injured,E9Q7G0,E9Q7G0,1.214347851,1.214347851,7.56E-05,2.82E-05,16,E9Q7G0,Numa1,Protein Numa1,E9Q7G0_MOUSE,50,132.0358708,2.320358708,Injured,Non-injured,"Golgi membrane,spindle pole,nucleus,nucleoplasm,chromosome,centrosome,cytosol,spindle microtubule,cell cortex,nuclear matrix,extrinsic component of plasma membrane,dendrite,spindle pole centrosome,microtubule plus-end,microtubule minus-end,neuronal cell body,protein complex,apical part of cell,cortical microtubule,mitotic spindle astral microtubule,extracellular exosome,mitotic spindle,microtubule bundle,mitotic spindle pole,lateral cell cortex,cell cortex region,Requires Ontology,mitotic spindle midzone","microtubule binding,protein C-terminus binding,tubulin binding,protein domain specific binding,protein complex binding,phosphatidylinositol binding,microtubule plus-end binding,microtubule minus-end binding,dynein complex binding,disordered domain specific binding","establishment of mitotic spindle orientation,microtubule bundle formation,chromosome segregation,positive regulation of BMP signaling pathway,astral microtubule organization,positive regulation of microtubule polymerization,positive regulation of intracellular transport,positive regulation of keratinocyte differentiation,cell division,meiotic cell cycle,positive regulation of hair follicle development,positive regulation of chromosome segregation,anastral spindle assembly,regulation of mitotic spindle organization,lung epithelial cell differentiation,regulation of metaphase plate congression,positive regulation of protein localization to spindle pole body,positive regulation of mitotic spindle elongation,positive regulation of protein localization to cell cortex,Requires Ontology",
Injured / Non-injured,G5E924,G5E924,1.214524509,1.214524509,5.61E-07,4.90E-07,16,G5E924,Hnrnpl,Heterogeneous nuclear ribonucleoprotein L (Fragment),G5E924_MOUSE,22,132.0642853,2.320642853,Injured,Non-injured,,,,
Injured / Non-injured,D3Z074;E9PV41;E9PXV7;F6XC54;O08808,D3Z074;E9PV41;E9PXV7;F6XC54;O08808,1.214738657,1.214738657,0.001673613,0.000424791,16,D3Z074;E9PV41;E9PXV7;F6XC54;O08808,Diaph1,Protein diaphanous homolog 1,D3Z074_MOUSE;E9PV41_MOUSE;E9PXV7_MOUSE;F6XC54_MOUSE;DIAP1_MOUSE,10,132.0987345,2.320987345,Injured,Non-injured,";;;;cytoplasm,microtubule organizing center,brush border,ruffle membrane,neuron projection,mitotic spindle",";;;;RNA binding,actin binding,protein binding,profilin binding,Rho GTPase binding,identical protein binding,ion channel binding",";;;;cytoskeleton organization,brain development,sensory perception of sound,regulation of cell shape,actin cytoskeleton organization,actin filament polymerization,neuron projection development,regulation of microtubule-based process,protein localization to microtubule,regulation of release of sequestered calcium ion into cytosol,regulation of cytoskeleton organization,cellular response to histamine",
Injured / Non-injured,Q3UID0;Q6PDG5;Q6PDG5-2,Q3UID0;Q6PDG5;Q6PDG5-2,1.215968317,1.215968317,8.73E-07,7.02E-07,16,Q3UID0;Q6PDG5;Q6PDG5-2,Smarcc2,SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC2;Isoform 2 of SWI/SNF complex subunit SMARCC2,Q3UID0_MOUSE;SMRC2_MOUSE;SMRC2_MOUSE,13,132.2966449,2.322966449,Injured,Non-injured,";nuclear chromatin,nucleoplasm,SWI/SNF complex,protein complex,npBAF complex,nBAF complex,transcriptional repressor complex;",";chromatin binding,protein binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",";negative regulation of transcription from RNA polymerase II promoter,nucleosome disassembly,chromatin remodeling,transcription, DNA-templated,chromatin modification,regulation of transcription from RNA polymerase II promoter involved in forebrain neuron fate commitment,ATP-dependent chromatin remodeling,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated;",
Injured / Non-injured,Q9CQN1,Q9CQN1,-1.216880642,1.216880642,6.39E-10,3.27E-09,16,Q9CQN1,Trap1,"Heat shock protein 75 kDa, mitochondrial",TRAP1_MOUSE,33,-56.97880935,0.430211907,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,lipid particle,membrane,extracellular exosome","RNA binding,ATP binding,protein kinase binding,unfolded protein binding","protein folding,response to stress,translational attenuation,negative regulation of cellular respiration,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide",
Injured / Non-injured,P48962,P48962,-1.218651968,1.218651968,1.91E-06,1.31E-06,16,P48962,Slc25a4,ADP/ATP translocase 1,ADT1_MOUSE,14,-57.03159792,0.429684021,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,integral component of membrane,myelin sheath","ATP:ADP antiporter activity,protein binding","apoptotic mitochondrial changes,ADP transport,ATP transport,regulation of mitochondrial membrane permeability,transmembrane transport,negative regulation of necroptotic process",
Injured / Non-injured,P51881,P51881,-1.218760339,1.218760339,1.99E-09,6.75E-09,16,P51881,Slc25a5,ADP/ATP translocase 2,ADT2_MOUSE,27,-57.03482545,0.429651746,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,membrane,integral component of membrane,extracellular matrix,mitochondrial nucleoid,myelin sheath,membrane raft,extracellular exosome,MMXD complex","RNA binding,ATP:ADP antiporter activity,ubiquitin protein ligase binding","chromosome segregation,positive regulation of cell proliferation,ADP transport,ATP transport,regulation of mitochondrial membrane permeability,transmembrane transport,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,cellular response to leukemia inhibitory factor",
Injured / Non-injured,A0A140T8M2,A0A140T8M2,1.219385904,1.219385904,0.01716481,0.003496049,12,A0A140T8M2,Igkv12-44,Protein Igkv12-44 (Fragment),A0A140T8M2_MOUSE,2,132.8475826,2.328475826,Injured,Non-injured,,,,
